vid,pid,uid,video_height,video_width,video_duration,video_ratio,video_format,music_title,music_duration,post_content,post_location,post_suggested_words,post_text_language,video_path,post_time,user_following_count,user_follower_count,user_likes_count,user_video_count,user_digg_count,user_heart_count,user_friend_count,popularity,total_frames,frame_rate,has_face,face_frame_rate,avg_faces_per_frame,multi_person_ratio,avg_face_area_ratio,max_face_area_ratio,close_up_ratio,dominant_emotion,emotion_distribution
VIDEO00004467,POST00003423,USER00000244,1024,576,59,540p,mp4,U Are My High,161,"did,my,first,wig,Megalookhair,wig,link,in,bio,13,4,27,honey,blonde,body,wig,up,to,120off,Megalookhairofficial",US,"['wig install', 'plucking wig tutorial', 'Honey Blonde Wig', 'Wig Installation', 'wig', 'Hair Wig', 'first wig install', 'blonde wig', 'First Time Installing A Wig', 'First Time Wig Install']",en,train/USER00000244/VIDEO00004467.mp4,2023-07-22 23:08,343,1200000,46200000,473,158200,46200000,0,10.43,1772.0,30.0,1,0.9661,1.0877,0.0877,0.1034,0.2034,0.0,neutral,"{'angry': 0.1111, 'happy': 0.1111, 'neutral': 0.4444, 'sad': 0.1111, 'surprise': 0.2222}"
VIDEO00003868,POST00002862,USER00001050,1024,576,15,540p,mp4,Waste My Time,60,"Came,out,so,pretty,im,in,love,What,do,you,guys,think,Link,in,Wigfever,wiginstall,install,wig,hairgrwm,longhair,firstinstall",US,[],en,train/USER00001050/VIDEO00003868.mp4,2023-06-09 19:54,28,435300,19900000,191,38100,19900000,0,6.51,929.0,59.94,1,0.9333,1.0714,0.0714,0.0531,0.1048,0.0,neutral,{'neutral': 1.0}
VIDEO00002384,POST00001491,USER00000944,1024,576,56,540p,mp4,I Want U,60,"Installing,this,wig,from,ashimaryhair,lacewig,wig,alopecia,androgenicalopecia,alopeciaareata,hairloss,wiginstall,wigtransformation,lacewiginstall,lacewigtransformation",GB,"['wig install', 'alopecia', 'Wigs', 'Wigs Installation', 'Lace Wig Installation', 'Lace Wigs', 'wig hair', 'Wig Transformation', 'Lace Install', 'Hair Lace Wigs']",en,train/USER00000944/VIDEO00002384.mp4,2023-01-28 20:54,349,234500,6100000,115,22900,6100000,0,12.18,1692.0,30.0,1,1.0179,1.0,0.0,0.1939,0.3536,0.0526,neutral,"{'angry': 0.0476, 'fear': 0.0476, 'happy': 0.1905, 'neutral': 0.5714, 'sad': 0.1429}"
VIDEO00003146,POST00002203,USER00000579,1024,576,32,540p,mp4,original sound,119,"ts,making,me,feel,like,maria,frfr,ITODAY,on,Amazon,love,fyp,foryou,foryoupage,itsamtc",CA,[],en,train/USER00000579/VIDEO00003146.mp4,2023-04-14 23:50,237,1800000,174600000,1675,16800,174600000,0,10.68,969.0,30.0,1,1.0312,1.1515,0.1212,0.094,0.1702,0.0,neutral,{'neutral': 1.0}
VIDEO00003511,POST00002534,USER00003034,1280,720,20,720p,mp4,original sound,20,"We,love,a,custom,full,13x6,wig,from,SHOPCROWNEDCHEVEUX,highlightedwigs,ebonyrosaa,trendinghairstyle,wiginstall",US,"['Highlight Wig', 'wig install', 'wig', 'wig installation', 'install a wig with me', 'Hair Wig', 'Wig Install Hairstyles', 'Highlights On Wigs', 'Wig Hairstyle', 'wigs human hair']",en,train/USER00003034/VIDEO00003511.mp4,2023-05-14 20:58,262,170100,13600000,951,40500,13600000,0,7.91,616.0,30.0,1,0.95,1.0,0.0,0.0811,0.1129,0.0,neutral,"{'angry': 0.125, 'happy': 0.125, 'neutral': 0.375, 'sad': 0.375}"
VIDEO00004054,POST00003038,USER00002145,1024,576,166,540p,mp4,Not My N*gga,60,"This,is,a,safe,space,for,all,beginners,cause,I,m,still,a,beginner,myself,Why,not,learn,with,me,is,posted,Wig,from,remissin,Deep,wave,13x4,hd,lace,front,wig,USE,CODE,remissin10,for,10,OFF,in,bio,ofc,foryou,hairinfluencer,fy,wiginstall,howtoinstallawig,zyxcba,amazonwig,fyp,wiginfluencer",US,"['wig install beginners', 'ekane wig tutorial', 'wig install', 'How To Pluck A Wig', 'How To Install A Wig', 'Glueless Wig Install', 'ekane', 'how to melt your lace', 'plucking wig tutorial', 'Glueless Wig']",en,train/USER00002145/VIDEO00004054.mp4,2023-06-26 14:50,203,203300,10300000,72,23400,10300000,0,11.4,10005.0,60.0,1,0.9157,1.0461,0.0461,0.1757,0.2917,0.0,sad,"{'angry': 0.1818, 'fear': 0.0303, 'happy': 0.2424, 'neutral': 0.0606, 'sad': 0.4545, 'surprise': 0.0303}"
VIDEO00005088,POST00003997,USER00000805,1024,576,6,540p,mp4,original sound,15,"LOOL,trying,to,make,this,wig,look,as,close,to,my,real,hair,as,VSHOW,HAIR",CA,[],en,train/USER00000805/VIDEO00005088.mp4,2023-08-31 19:40,445,522700,15600000,257,48800,15600000,0,11.19,201.0,30.0,1,0.6667,1.5,0.5,0.0069,0.0098,0.0,none,{}
VIDEO00003731,POST00002738,USER00003034,1024,576,15,540p,mp4,SHAKE SUMN,60,"Replying,to,maridia,not,me,holding,all,my,drafts,late,but,final,look,Love,my,hair,fr,SHOPCROWNEDCHEVEUX,wiginstall,hdlace,fullfrontalwig,crownedcheveux,customcolor",US,"['hd lace wig', 'highlight wig', 'wig hair', 'wig install', 'wigs', 'frontal wig install', 'wig installation', 'lace front wigs', 'Hair Lace Wigs', 'Lace Frontal Wig Install']",en,train/USER00003034/VIDEO00003731.mp4,2023-05-30 21:12,262,170100,13600000,951,40500,13600000,0,8.46,463.0,30.0,1,1.0667,1.125,0.125,0.0653,0.0903,0.0,neutral,{'neutral': 1.0}
VIDEO00003549,POST00002572,USER00000621,1280,720,15,720p,mp4,sonido original,31,"Would,y,all,believe,me,if,I,said,I,installed,this,wig,within,5,minutes,wiginstall,wigtutorial,alopecia,baldisbeautiful,wig,chl0ebean,baldgirl,trending,transformation,humanhairwig,lacefront,wigtok,beauty,makeup",US,"['chloe bean wig install', 'wig install', 'wig', 'Hair Wig', 'Human Hair Wig Install', 'Wigs Install Tutorial', 'human hair wig', 'Wig Installation Tutorial', 'lace front wig', 'Wig Tutorials']",en,train/USER00000621/VIDEO00003549.mp4,2023-05-18 02:58,1429,2800000,137800000,2333,4601,137800000,0,9.95,913.0,60.0,1,1.0,1.1333,0.1333,0.0686,0.1824,0.0,neutral,"{'happy': 0.2, 'neutral': 0.8}"
VIDEO00004089,POST00003068,USER00000621,1024,576,13,540p,mp4,hell n back,18,"Replying,to,Ber,i,feel,like,short,wigs,change,the,complete,vibe,of,myself,thoughts,wiginstall,wigtutorial,wigtok,bald,alopecia,hairloss,chl0ebean,trending,foryou,fyp,wiginfluencer,wiginstalltutorial,wigfix,wigtransformation,humanhairwig,shortwig",US,[],en,train/USER00000621/VIDEO00004089.mp4,2023-06-28 22:00,1429,2800000,137800000,2333,4601,137800000,0,11.18,415.0,30.0,1,1.0,1.0,0.0,0.0825,0.2153,0.0,neutral,"{'angry': 0.2, 'fear': 0.2, 'happy': 0.2, 'neutral': 0.4}"
VIDEO00003695,POST00002705,USER00001005,1024,576,19,540p,mp4,Padam Padam,60,"Woul,you,wear,this,40,full,lace,wig,longwig,40inches,wig,whatwigs",US,[],en,train/USER00001005/VIDEO00003695.mp4,2023-05-27 19:28,401,296000,6800000,559,321300,6800000,0,8.78,568.0,30.0,1,0.8333,1.0,0.0,0.0191,0.067,0.0,sad,"{'angry': 0.3333, 'sad': 0.6667}"
VIDEO00004195,POST00003167,USER00003673,1024,576,17,540p,mp4,Buckle Up,32,"She,eat,this,hair,whole,style,is,definitely,perfect,fyp,wig,humanhair,customwigs,wigfactory,wiginstall,wigstyling,wigtok,hairtok,humanhairwig,lacefrontalwig,wigtutorial,factorylive,tiktokmademebuyit,coloredhair",US,[],en,train/USER00003673/VIDEO00004195.mp4,2023-07-06 01:33,855,75300,527600,3942,2163,527600,0,8.34,517.0,30.0,1,0.9412,1.125,0.125,0.1125,0.1555,0.0,neutral,{'neutral': 1.0}
VIDEO00003027,POST00002095,USER00005158,1280,720,80,720p,mp4,original sound,80,"the,wig,had,me,worried,for,a,second,wiginstall,beauty,wigs,vlog",US,[],en,train/USER00005158/VIDEO00003027.mp4,2023-04-03 17:10,280,5200000,168900000,973,17000,168900000,0,8.21,2401.0,30.0,1,1.0125,1.0,0.0,0.1598,0.36,0.0123,neutral,"{'happy': 0.1282, 'neutral': 0.6154, 'sad': 0.1282, 'surprise': 0.1282}"
VIDEO00002781,POST00001864,USER00001716,1280,720,9,720p,mp4,No Bars,15,,US,"['amazon wigs', 'Dye Hair', 'Amazon Hair Wig', 'buying wigs off amazon', 'Black Wig From Amazon', 'Amazon Wigs Finds', 'Colored Wigs From Amazon', 'Amazon Frontal Wig', 'Amazon Lace Front Wigs', 'amazon curly wig']",un,train/USER00001716/VIDEO00002781.mp4,2023-03-12 06:48,9626,8143,372400,21,107100,372400,0,7.39,280.0,30.0,1,1.1111,1.0,0.0,0.1542,0.2444,0.0,fear,"{'fear': 0.5, 'neutral': 0.5}"
VIDEO00003976,POST00002966,USER00002787,1024,576,24,540p,mp4,missing something,24,"genuinely,the,highest,quality,wig,ive,ever,tried,wig,from,Weekendwigs,foryou,fyp,fashion,style,wigs",US,[],en,train/USER00002787/VIDEO00003976.mp4,2023-06-19 20:49,491,272600,8300000,798,33300,8300000,0,8.81,733.0,30.0,1,0.75,1.0556,0.0556,0.0629,0.1304,0.0,neutral,{'neutral': 1.0}
VIDEO00002848,POST00001926,USER00002182,1280,720,15,720p,mp4,original sound,15,"Replying,to,misswhiteflamingo,Loving,the,length,blackgirl,wig,lacefrontal,highlightwig,aaliweyahair,amazonwig,amazonwigreview,wigreview",US,"['good human hair deep wave bundles on amazon', 'we is at the bodega', 'wig', 'wig review', 'Lace Front Wig', 'Amazon Wig', 'amazon wigs black girls', 'Highlight Wig', 'Amazon Wig Review', 'Lace Frontal Wig Review']",en,train/USER00002182/VIDEO00002848.mp4,2023-03-18 19:39,958,5572,293400,265,61100,293400,0,11.71,463.0,30.0,1,1.0,1.0,0.0,0.1027,0.1592,0.0,fear,"{'fear': 0.3333, 'happy': 0.1667, 'neutral': 0.1667, 'sad': 0.3333}"
VIDEO00001611,POST00000774,USER00001884,1024,576,43,540p,mp4,CUFF IT,60,"Another,Sensationnel,Hair,synthetic,wig,try,on,and,she,did,not,disappoint,wigtryon,wigtok,sensationnelwigs,syntheticwig,wiginstall,fyp",US,"['sensationnel vice unit 10', 'vice unit 10', 'sensationnel wig', 'Synthetic Wig', 'wig', 'Synthetic Wigs Try On', 'Synthetic Wig With Bangs', 'wig tiktok', 'wig with bangs', 'Sensationnel Vice Unit 10 Wig Install']",en,train/USER00001884/VIDEO00001611.mp4,2022-10-07 23:27,885,1300000,52400000,709,38200,52400000,0,10.77,1312.0,30.0,1,1.0233,3.5,0.7955,0.0529,1.1905,0.0909,sad,"{'angry': 0.1429, 'fear': 0.1429, 'neutral': 0.1429, 'sad': 0.4286, 'surprise': 0.1429}"
VIDEO00003380,POST00002412,USER00001358,1280,720,53,720p,mp4,Mean Girls Intro Pass That Dutch Cut StierOnFire,65,"If,you,could,get,any,wig,from,the,website,what,would,it,be,wig,beginnerwig,chelseysmithcosmetics,lacefront",US,"['chelsey smith wigs', 'lace front wigs', 'hard front wig', 'wigs', 'chelsey smith cosmetics', 'lace front wigs for white girls', 'chelsey smith wigs on tiktok shop', 'chelsey smith wigs 2024', 'wig hair', 'chelsea smith cosmetics wig']",en,train/USER00001358/VIDEO00003380.mp4,2023-05-04 14:44,5973,287200,3600000,3971,47200,3600000,0,9.35,3198.0,60.0,1,1.0189,1.1111,0.1111,0.1121,0.2747,0.0,neutral,"{'happy': 0.3077, 'neutral': 0.3846, 'surprise': 0.3077}"
VIDEO00000886,POST00000091,USER00000125,1024,576,36,540p,mp4,original sound,36,"Did,I,do,this,right,voozhydrate,voozhydrate,bangenergy,available,at,kroger,sarcus,wig,hairstyle,hairtutorial",US,[],en,train/USER00000125/VIDEO00000886.mp4,2022-02-25 21:36,5267,20300000,776000000,1070,6647,776000000,0,9.7,1096.0,30.0,1,0.9722,1.2571,0.2286,0.0407,0.1794,0.0,neutral,"{'angry': 0.0833, 'fear': 0.0833, 'happy': 0.0833, 'neutral': 0.5833, 'sad': 0.1667}"
VIDEO00004495,POST00003448,USER00001259,1024,576,6,540p,mp4,i need hot girls to use this,8,"tried,a,new,hairstyle,and,i,loveee,its,giving,newhair,gluelesswig",US,[],en,train/USER00001259/VIDEO00004495.mp4,2023-07-24 23:37,707,280900,11700000,627,15800,11700000,0,9.14,195.0,30.0,1,1.1667,1.4286,0.4286,0.0887,0.3205,0.1429,happy,"{'happy': 0.5, 'neutral': 0.5}"
VIDEO00003937,POST00002929,USER00001174,1024,576,5,540p,mp4,original sound,4,"40,wig,soo,good,syntheticwig,blondewig,wigs,wigelegant,affordablewigs",US,[],en,train/USER00001174/VIDEO00003937.mp4,2023-06-16 14:45,548,82800,3800000,498,11800,3800000,0,2.47,149.0,30.0,1,1.25,1.0,0.0,0.133,0.1514,0.0,none,{}
VIDEO00002198,POST00001313,USER00001301,1024,576,28,540p,mp4,"Able Sisters (From ""Animal Crossing, New Leaf"")",60,"styling,a,t,part,blue,human,hair,wig,i,bought,from,depop,all,my,products,ran,out,so,i,couldnt,install,it,unfortunately,wig,newwig,wigstyling,wigtok,hairtok",IE,[],en,train/USER00001301/VIDEO00002198.mp4,2023-01-08 23:52,2670,76100,5500000,1649,111400,5500000,0,8.63,844.0,30.0,1,0.8929,1.28,0.28,0.0821,0.1347,0.0,sad,"{'fear': 0.2222, 'neutral': 0.2222, 'sad': 0.5556}"
VIDEO00003351,POST00002385,USER00002455,1280,720,35,720p,mp4,Cupid - Twin Ver. (FIFTY FIFTY) (Sped Up Version),60,"Tutorial,nails,nailzkatkat,diynailsathome,nailtutorial,gelextensions",US,"['nails', 'Gel X Nails', 'gel extension nails', 'Gel X Nails At Home', 'acrylic nails', 'rubber base gel', 'nail art', 'builder gel nail', 'nail extension', 'press on nails']",en,train/USER00002455/VIDEO00003351.mp4,2023-05-02 18:18,49,3100000,110500000,937,1910,110500000,0,12.87,1065.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00004965,POST00003883,USER00002977,1024,576,39,540p,mp4,original sound,39,"NEW,SET,I,went,short,today,but,im,obsessed,with,this,candyland,freestyle,follow,me,on,all,socials,allididmynails,howtodonails,nailtutorial,nailsart,nailsvideotutorial,nailinspo,shortnailideas,xlnails,fyp,newsetofnails,houstonnailtech,candylandnails",US,"['long nails', 'nails', 'cardi b nails', 'Short Nails', 'Duck Nails', 'xxl almond nails', 'nail design ideas', 'How To Do Acrylic Nails', 'Nail Tech', 'short nails ideas']",en,train/USER00002977/VIDEO00004965.mp4,2023-08-24 19:23,46,31900,1400000,48,1878,1400000,0,12.46,1177.0,30.0,1,0.0256,1.0,0.0,0.0006,0.0006,0.0,none,{}
VIDEO00003641,POST00002655,USER00001334,1024,576,13,540p,mp4,3 Stars (Bonus),60,"Instagram,nailzbycassiee,houstonnailtech,htxnailtech,nailartist,nailinspo,fyp,promnails,glamnails,buchonanails,pinknails,parati",US,"['nail inspo', 'nails', 'pink nails inspo', 'Nail Art Inspo', 'nail designs', 'buchonas nails', 'nail vid', 'Pink Nail Ideas', 'nails art design', 'Pink Nails Inspiration']",en,train/USER00001334/VIDEO00003641.mp4,2023-05-24 05:28,1811,161700,5100000,543,139000,5100000,0,10.64,782.0,60.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003671,POST00002683,USER00003386,1024,576,52,540p,mp4,act ii: date @ 8,60,"ms,girl,be,picking,the,best,sets,nails,lanailtech,acrylicnails,nailsartvideost,Karen,Mendoza",US,"['acrylic nails', 'nails', 'Doing Acrylic Nails', 'Nails Done', 'nails of tiktok', 'nail vid', 'acrylics', 'nail tech video', 'Nail Tech', 'Do Nails With Me']",en,train/USER00003386/VIDEO00003671.mp4,2023-05-25 17:04,885,3448,137900,169,23200,137900,0,8.79,1582.0,30.0,1,0.2692,1.0,0.0,0.1037,0.3675,0.2143,neutral,"{'neutral': 0.5, 'sad': 0.5}"
VIDEO00003477,POST00002501,USER00001225,1280,720,29,720p,mp4,"Icytwat X Ethereal Type Beat ""Stars""",60,"Back,in,my,influencer,nailinspo,lanailtech,losangelesnailtech,acrylicnails",US,"['Acrylic Nails', 'nail inspo', 'nails', 'gel x nails', 'do a set with me', 'How To Do Acrylic Nails', 'Acrylic Nails Tutorial', 'Acrylic Nails Inspo', 'Nail Tech', 'do a nails set with me']",en,train/USER00001225/VIDEO00003477.mp4,2023-05-12 04:37,2106,114200,4900000,606,138600,4900000,0,10.68,891.0,30.0,1,0.069,1.0,0.0,0.0042,0.0052,0.0,none,{}
VIDEO00003024,POST00002092,USER00000968,1024,576,21,540p,mp4,Moonlight,30,"done,by,the,nail,GOAT,herself,nailsbyelisee,we,love,an,ombre,chrome,green,moment,pinterestnailinspo,structurednails,chromenails,gelxnailsystem",CA,"['green chrome nails', 'Chrome Nails', 'nails', 'green nails', 'Chrome Nails Inspo', 'Green Nail Inspo', 'nails art', 'nail inspo', 'Nail Color Ideas', 'Green Acrylic Nails']",en,train/USER00000968/VIDEO00003024.mp4,2023-04-03 14:43,409,4000000,161200000,742,13600,161200000,0,10.23,649.0,30.0,1,0.4286,2.5556,0.5556,0.0331,0.216,0.0,none,{}
VIDEO00003273,POST00002316,USER00002086,1280,720,28,720p,mp4,Search & Rescue,60,"she,def,be,rescuingg,me,love,me,a,nail,dayy,nailideas",US,[],en,train/USER00002086/VIDEO00003273.mp4,2023-04-25 22:27,33,6900000,235500000,1891,6922,235500000,0,10.22,868.0,30.0,1,0.3929,1.1818,0.1818,0.087,0.1823,0.0,happy,{'happy': 1.0}
VIDEO00004375,POST00003335,USER00004276,1024,576,7,540p,mp4,Collide X No - Untouchable Untouchable,60,"Replying,to,daizyyy,ofc,gelxnails,nailinspo,apresgelx,naildesigns",US,"['nails inspo', 'nails', 'clean girl nails', 'nails inspo 2024', 'french tip nail', 'red nails', 'French Nails', 'nail design ideas', 'Hailey Bieber Nail', 'short nails inspo']",en,train/USER00004276/VIDEO00004375.mp4,2023-07-17 19:43,34,88300,7700000,171,15700,7700000,0,11.39,237.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003650,POST00002663,USER00004276,1024,576,6,540p,mp4,how i love being a woman,10,"my,neutral,nail,go,to,gelxnails,nailinspo,cleangirlaesthetic,neutralnails,apresgelx,cleangirlnails",US,"['clean girl nails', 'put it in neutral opi', 'nails', 'nails inspo', 'gel x nails', 'Red Nails', 'Bubble Bath Nails', 'Neutral Nails', 'clean girl aesthetics nails', 'neutral nail inspo']",en,train/USER00004276/VIDEO00003650.mp4,2023-05-24 16:39,34,88300,7700000,171,15700,7700000,0,12.31,355.0,59.94,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00001714,POST00000870,USER00003589,1024,576,121,540p,mp4,Waiting For Heartache,195,"Replying,to,user1668246653091,because,I,use,so,much,heat,regular,haircuts,are,so,important,for,hairtok,haircut,hairgoals,longhair",US,[],en,train/USER00003589/VIDEO00001714.mp4,2022-10-24 20:23,47,104900,3000000,254,1013,3000000,0,7.72,3630.0,30.0,1,0.275,1.0303,0.0303,0.018,0.5049,0.0303,none,{}
VIDEO00002050,POST00001176,USER00002306,1024,576,59,540p,mp4,original sound - Hair2U,59,"40,months,of,hair,growth,hairgrowth,hairgrowthjourney,longhair,longhairdontcare,longhairgoals,hairgoals,longhairchallenge,bobhaircut,hair2u",AU,[],en,train/USER00002306/VIDEO00002050.mp4,2022-12-23 15:41,86,14800,140200,81,0,140200,0,5.14,1787.0,30.0,1,0.9492,1.0357,0.0357,0.0642,0.0736,0.0,neutral,"{'happy': 0.037, 'neutral': 0.7963, 'sad': 0.1667}"
VIDEO00002514,POST00001609,USER00003997,1024,576,132,540p,mp4,original sound,132,"Have,done,this,one,in,a,while,hair,longhair,superlonghair,verylonghair,extremelylonghair,kneelengthhair,fourfeetofhair,rapunzelhair,rapunzel,hairgoals,hairvideo,longhairvideo,dirtyblonde,dirtyblond,dirtyblondehair,dirtyblondhair,hairtutorial,longhairtutorial,longhairstyles,longhairstyle,nautilusbun,highnautilusbun,nautilusbuntutorial,buntutorial,bun,hairtips,Igbt,lesbian,Igbt,foryou,fyp,foryoupage,fy,checkeredwalls,checkerboardwalls,checkerboardwall",US,"['Long Hair', 'very long hair', 'Long Hairstyles', 'Hair Tutorials', 'Hairstyles For Longhair', 'Long Hair Hairstyle', 'Long Hairstyles Ideas', 'Longhair Tips', 'Long Hairstyle Inspo', 'long hair ideas']",en,train/USER00003997/VIDEO00002514.mp4,2023-02-12 19:24,244,1714,26200,177,10900,26200,0,6.57,7958.0,60.0,1,0.7121,1.0106,0.0106,0.0308,0.0854,0.0,neutral,{'neutral': 1.0}
VIDEO00001910,POST00001049,USER00001457,1024,576,28,540p,mp4,Gökyüzünü Tutamam,60,"hair,hairstyle,instahair,realrapunzel,naturalhair,gorgeoushair,hairtool,beauty,rapunzels,floorlengthhair,cabelos,langehaare,haare,haircare,hairgoal,verylonghair,hairtok,hairtutorial,haircolor,hairtreatment,hairtransformation",UA,[],un,train/USER00001457/VIDEO00001910.mp4,2022-11-30 20:36,17,1100000,9800000,86,397,9800000,0,10.02,852.0,30.0,1,0.8214,1.0435,0.0435,0.002,0.0027,0.0,none,{}
VIDEO00001106,POST00000296,USER00000610,1024,576,10,540p,mp4,Se Acabo (feat. Method Man),60,"camelglow,hairtok,hairtiktok,hairgoals",CA,[],un,train/USER00000610/VIDEO00001106.mp4,2022-06-06 17:39,1032,398300,17100000,934,3325,17100000,0,8.61,301.0,30.0,1,0.1111,2.0,1.0,0.001,0.0012,0.0,none,{}
VIDEO00001795,POST00000945,USER00001457,1024,576,16,540p,mp4,Flashbacks,18,"hair,hairstyle,instahair,realrapunzel,naturalhair,gorgeoushair,hairtool,beauty,kneelengthhair,floorlengthhair,rapunzels,bun,braid,hairbraid,hairgoal,haircare,haare,langehaare,cabelos,cabelosdivos,naturalbeauty,hairtips,hairgoal,hairdream,hairbun,sellfyhair,floorlenghthair,superlonghair,verylonghair",UA,[],un,train/USER00001457/VIDEO00001795.mp4,2022-11-09 21:06,17,1100000,9800000,86,397,9800000,0,7.13,496.0,30.0,1,0.375,1.3333,0.3333,0.0357,0.0589,0.0,none,{}
VIDEO00004061,POST00003044,USER00001544,1024,576,6,540p,mp4,Pretty (Sped Up),48,"onthisday,hairgoals",US,[],un,train/USER00001544/VIDEO00004061.mp4,2023-06-27 01:42,814,1200000,35000000,1651,20600,35000000,0,5.84,185.0,30.0,1,0.1667,4.0,1.0,0.0054,0.0133,0.0,none,{}
VIDEO00003785,POST00002786,USER00001014,1024,576,102,540p,mp4,All Around the World(La La La),147,"Are,these,sexy,pastels,on,Elsa,blonde,hair,EVERYTHING,Fantasy,hair,color,and,long,layers,by,myself,Philip,Wolff,pastelhair,hairchop,foryoupage,pinkhair,hairtransformation,hairgoals",US,"['hair', 'Hair Transformation', 'Pastel Hair', 'Hair Dye Transformation', 'hairdresser', 'Hair Cut Layers', 'Dye Hair', 'Pastel Pink Hair', 'Colorful Hair', 'Pink Hair']",en,train/USER00001014/VIDEO00003785.mp4,2023-06-03 17:00,283,1700000,47500000,1002,12900,47500000,0,10.85,3068.0,30.0,1,0.4412,2.0667,0.6444,0.0631,0.576,0.0444,surprise,{'surprise': 1.0}
VIDEO00001564,POST00000727,USER00001646,1024,576,24,540p,mp4,Headlight,60,"mengembang,sekali,rambutku,selesai,keramas,bundrop,bundroplonghair,dulu,ah,diteras,rumah,langit,senja,nya,bagus,verylonghair,hairgrowth,longhaircommunity,rapunzelhair,hairgram,hairtok,hairgrowthjourney,longhairgirl,longhair,longhairindonesia,rambutpanjangindonesia,longhairgoals,hairgoals,rambutpanjang,rambuttebal,rambutindah,rambutindahsehatberkilau,cabelo,cabello,curlyhair,curlyhairstyles,waveshair,hairplayvideo,hairplay,rambut,The,One",ID,[],id,train/USER00001646/VIDEO00001564.mp4,2022-09-28 14:39,6,2467,13600,148,40400,13600,0,5.76,610.0,25.0,1,0.0417,1.0,0.0,0.022,0.022,0.0,none,{}
VIDEO00000963,POST00000160,USER00003526,1024,576,16,540p,mp4,original sound,20,"goal,length,floor,length,longhair,hairlong,superlonghair,haircare,haitok,hairnatural,naturalhair,darkhair,latina,hair,hairtutorial,hairtransformation,fyp,review,hairproducts,hairgram",CL,[],en,train/USER00003526/VIDEO00000963.mp4,2022-03-28 15:17,826,35800,444000,274,146400,444000,0,4.89,479.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,none,{}
VIDEO00003947,POST00002939,USER00003040,1024,576,30,540p,mp4,PLEBADA,60,"New,Hair,in,under,1,minute,Pelo,nuevo,en,menos,de,1,minuto,hair,hairstyles,candylover89,angelixbeauty",US,"['Candylover89', 'wigs', 'Hair Wigs', 'Wigs Hairstyles', 'Wigs Styles', 'hairstyles', 'wig hair for women', 'glueless wigs', 'wig install', 'Wig Install Hairstyles']",es,train/USER00003040/VIDEO00003947.mp4,2023-06-17 18:39,10,64700,219000,51,192,219000,0,7.06,913.0,30.0,1,0.9333,1.0,0.0,0.0531,0.1157,0.0,neutral,"{'angry': 0.3333, 'neutral': 0.6667}"
VIDEO00004993,POST00003911,USER00001431,1024,576,18,540p,mp4,Ill do it x the light is coming,28,"30inches,13x6,613,blonde,can,be,dyed,into,various,colors,under,140,from,POKER,FACE,Official,Store,Get,best,affordable,wig,during,AliExpress,Back,to,School,Sale,Code,for,NEW,AEeddfine40,40,Code,for,All,AEPF40,100,20,in,byoh,AEBK2S,Whypaymore,AllonAE,AEgluelesswig",US,"['mcbling', 'aliexpress wig', 'wig', 'Y2k Hairstyles', 'Wigs From AliExpress', '613 wig', 'Y2K Hairstyle Ideas', 'AliExpress Wigs Blonde', 'AliExpress Glueless Wig', 'wig tutorial']",en,train/USER00001431/VIDEO00004993.mp4,2023-08-26 15:04,531,70300,6700000,139,100700,6700000,0,8.39,547.0,30.0,1,0.6111,1.1818,0.1818,0.0616,0.1574,0.0,none,{}
VIDEO00004517,POST00003469,USER00001566,1024,576,177,540p,mp4,original sound,177,"Sihuashow,burgundy,lace,front,wigs,from,only,84,LINK,IN,BIO,wiginstall,wig,hairtok,hair,sister,fyp",US,"['Mighty Duck Sister', 'lace wigs', 'Lace Front Wig', 'wigs', 'wig hair', 'burgundy wig', 'Hair Lace Wigs', 'Lace Frontal', 'wig tiktok', 'Bodywave Wig']",en,train/USER00001566/VIDEO00004517.mp4,2023-07-26 14:36,135,1000000,14300000,205,4078,14300000,0,10.99,5323.0,30.0,1,0.9944,1.9489,0.6761,0.0304,0.2411,0.0,happy,"{'angry': 0.1111, 'fear': 0.0833, 'happy': 0.3333, 'neutral': 0.2222, 'sad': 0.1944, 'surprise': 0.0556}"
VIDEO00003301,POST00002341,USER00004065,1280,720,15,720p,mp4,原聲,15,"Half,up,half,down,style,wigtok,wigtokhair,wigs,wigstyling,wigtutorial,highlightwig,balayagehair,deepeavewigs",US,[],en,train/USER00004065/VIDEO00003301.mp4,2023-04-28 12:23,119,7800,97500,205,296,97500,0,6.33,461.0,30.0,1,1.0667,1.25,0.25,0.0576,0.0959,0.0,happy,"{'happy': 0.75, 'neutral': 0.125, 'sad': 0.125}"
VIDEO00003010,POST00002080,USER00004065,1280,720,32,720p,mp4,原聲,32,"ITS,GIVING,wigtok,wigtokhair,wigs,wiginstall,balayagehighlights,blackgirlmagic,wigtutorials",US,[],en,train/USER00004065/VIDEO00003010.mp4,2023-04-02 06:13,119,7800,97500,205,296,97500,0,5.07,967.0,30.0,1,0.9062,1.1034,0.069,0.0787,0.1117,0.0,happy,"{'happy': 0.5, 'neutral': 0.5}"
